-0.1|-0.6|0|-0.068|0|0|0|
-0.1|-0.84|0|-0.068|0|0|0|
-0.1|-1.08|0|-0.068|0|0|0|
-0.1|-1.26|0|-0.068|0|0|0|
-0.1|-1.28|0|-0.068|0|-0.02|-0.44|
-0.1|-1.28|0|-0.068|0|-0.02|-0.62|
-0.1|-1.28|0|-0.068|0|-0.02|-0.8|
-0.1|-1.28|0|-0.068|0|-0.02|-1.12|
-0.1|-1.28|0|-0.068|0|-0.02|-0.92|
-0.1|-1.28|0|-0.068|0|-0.02|-0.68|
-0.1|-1.28|0|-0.068|0|-0.02|-0.56|
-0.1|-1.12|0|-0.068|0|-0.02|-0.56|
-0.1|-0.98|0|-0.068|0|-0.02|-0.56|
-0.1|-0.74|0|-0.068|0|-0.02|-0.56|
-0.1|-0.74|0|-0.068|0|-0.02|-0.3|
-0.1|-0.74|0|-0.068|0|-0.02|-0.1|
-0.1|-0.5|0|-0.068|0|-0.02|0.08|
-0.1|-0.5|0|-0.068|0|-0.02|0.38|
-0.1|-0.5|0|-0.068|0|-0.02|0.58|
-0.1|-0.5|0|-0.488|0.2|0.08|0.06|
-0.1|-0.5|0|-0.688|0.2|0.08|0.06|
-0.1|-0.5|0|-1.048|0.2|0.08|0.06|
-0.1|-0.5|0|-1.148|0.2|0.08|0.06|
-0.1|-0.5|0|-1.148|0.2|-0.28|0.06|
-0.1|-0.5|0|-1.148|0.2|-0.5|0.06|
-0.1|-0.5|0|-1.148|0.2|-0.64|0.06|
-0.1|-0.5|0|-1.148|0.2|-1.02|0.06|
-0.1|-0.5|0|-1.148|0.2|-0.82|0.06|
-0.1|-0.5|0|-1.148|0.2|-0.52|0.06|
-0.1|-0.5|0|-1.148|0.2|-0.18|0.06|
-0.1|-0.5|0|-1.148|0.2|0.14|0.06|
-0.1|-0.54|0|-0.928|0.2|0.14|0.06|
-0.1|-0.54|0|-0.728|0.2|0.14|0.06|
-0.1|-0.54|0|-0.448|0.2|0.14|0.06|
-0.1|-0.54|0|-0.048|0.2|0.14|0.06|
-0.1|-0.54|0|0.332|0.2|0.14|0.06|
-0.1|-0.54|0|0.492|0.2|0.14|0.06|
-0.1|-0.54|0|0.032|0.2|0.14|0.06|
-0.1|-0.54|0|-0.268|0.2|0.14|0.06|
